C,c1,c2,Time,R,EXP,c1,
,30,1000,47,0.901856764,9,30,37
,30,1000,47,1.150530504,9,30,37
,30,1000,47,1.064323607,9,30,37
,30,1000,103,0.687997347,9,30,37
,30,1000,103,0.432692308,9,30,37
,30,1000,103,0.663129973,9,30,37
,60,0,0,1.020943855,9,60,38
,60,0,0,1.039179929,9,60,38
,60,0,29,1.398099027,9,60,38
,60,0,29,1.270446508,9,60,38
,60,0,29,1.232316534,9,60,38
,60,0,47,1.591511936,9,60,38
,60,0,47,1.483753316,9,60,38
,60,0,47,1.483753316,9,60,38
,60,0,103,1.969496021,9,60,38
,60,0,103,1.800397878,9,60,38
,60,0,103,1.729111406,9,60,38
,60,30,0,1.02923298,9,60,39
,60,30,0,1.03254863,9,60,39
,60,30,29,1.149425287,9,60,39
,60,30,29,1.20744916,9,60,39
,60,30,29,1.036693192,9,60,39
,60,30,47,1.317970822,9,60,39
,60,30,47,1.276525199,9,60,39
,60,30,47,1.390915119,9,60,39
,60,30,103,1.041114058,9,60,39
,60,30,103,0.658156499,9,60,39
,60,30,103,0.895225464,9,60,39
,60,100,0,1.02591733,9,60,40
,60,100,29,0.957117595,9,60,40
,60,100,29,0.983642794,9,60,40
,60,100,29,1.144451813,9,60,40
,60,100,47,1.145557029,9,60,40
,60,100,47,1.226790451,9,60,40
,60,100,47,1.352785146,9,60,40
,60,100,103,0.911803714,9,60,40
,60,100,103,0.73938992,9,60,40
,60,100,103,0.741047745,9,60,40
,60,300,0,1.098861627,9,60,41
,60,300,29,1.084770115,9,60,41
,60,300,29,1.015141468,9,60,41
,60,300,29,1.020114943,9,60,41
,60,300,47,1.286472149,9,60,41
,60,300,47,1.216843501,9,60,41
,60,300,47,1.143899204,9,60,41
,60,300,103,0.648209549,9,60,41
,60,300,103,0.598474801,9,60,41
,60,300,103,0.570291777,9,60,41
,60,1000,0,0.941368258,9,60,42
,60,1000,0,0.966235632,9,60,42
,60,1000,29,0.918987622,9,60,42
,60,1000,29,0.890804598,9,60,42
,60,1000,29,0.95877542,9,60,42
,60,1000,47,1.114058355,9,60,42
,60,1000,47,1.094164456,9,60,42
,60,1000,47,0.99469496,9,60,42
,60,1000,103,0.457559682,9,60,42
,60,1000,103,0.499005305,9,60,42
,60,1000,103,0.402851459,9,60,42
